Date,Adj Close
7/12/2018,70.519997
7/13/2018,70.449997
7/16/2018,68.989998
7/17/2018,67.940002
7/18/2018,68.029999
7/19/2018,70.519997
7/20/2018,70.260002
7/23/2018,69.550003
7/24/2018,69.709999
7/25/2018,70.940002
7/26/2018,71.25
7/27/2018,72.980003
7/30/2018,69.550003
7/31/2018,70.400002
8/1/2018,69.620003
8/2/2018,71.690002
8/3/2018,71.459999
8/6/2018,71
8/7/2018,72.959999
8/8/2018,72.160004
8/9/2018,72.059998
8/10/2018,73.330002
8/13/2018,73.800003
8/14/2018,74.629997
8/15/2018,73.900002
8/16/2018,74.209999
8/17/2018,74.639999
8/20/2018,74.449997
8/21/2018,75.309998
8/22/2018,75.879997
8/23/2018,75.660004
8/24/2018,74.589996
8/27/2018,74.800003
8/28/2018,75.080002
8/29/2018,76.339996
8/30/2018,76.860001
8/31/2018,76.760002
9/4/2018,77.059998
9/5/2018,76.959999
9/6/2018,76.449997
9/7/2018,77.449997
9/10/2018,77.779999
9/11/2018,78.389999
9/12/2018,77.059998
9/13/2018,77.260002
9/14/2018,78.160004
9/17/2018,76.160004
9/18/2018,77.709999
9/19/2018,77.5
9/20/2018,79
9/21/2018,77.760002
9/24/2018,78.529999
9/25/2018,79.870003
9/26/2018,80.059998
9/27/2018,78.25
9/28/2018,77.120003
10/1/2018,81.160004
10/2/2018,81.260002
10/3/2018,82.760002
10/4/2018,79.529999
10/5/2018,78.480003
10/8/2018,77.07
10/9/2018,74.839996
10/10/2018,71.559998
10/11/2018,70.879997
10/12/2018,72.769997
10/15/2018,73.07
10/16/2018,74.75
10/17/2018,74.599998
10/18/2018,73.720001
10/19/2018,71.800003
10/22/2018,71.18
10/23/2018,69.589996
10/24/2018,63.669998
10/25/2018,65.349998
10/26/2018,55.299999
10/29/2018,54.59
10/30/2018,54.439999
10/31/2018,56.130001
11/1/2018,58.139999
11/2/2018,56.450001
11/5/2018,57.32
11/6/2018,58.060001
11/7/2018,60.950001
11/8/2018,60.560001
11/9/2018,58.060001
11/12/2018,54.98
11/13/2018,54.84
11/14/2018,53.080002
11/15/2018,54.389999
11/16/2018,57.43
11/19/2018,57.060001
11/20/2018,56.189999
11/21/2018,57.240002
11/23/2018,58.279999
11/26/2018,57.57
11/27/2018,58.540001
11/28/2018,61.349998
11/29/2018,62.880001
11/30/2018,62.580002
12/3/2018,63.950001
12/4/2018,61.080002
12/6/2018,62.040001
12/7/2018,59.990002
12/10/2018,60.650002
12/11/2018,60.939999
12/12/2018,61.950001
12/13/2018,61
12/14/2018,60.48
12/17/2018,58.630001
12/18/2018,56
12/19/2018,55.060001
12/20/2018,54.299999
12/21/2018,52.41
12/24/2018,52.610001
12/26/2018,56.799999
12/27/2018,56.549999
12/28/2018,55.84
12/31/2018,56.66
1/2/2019,57.490002
1/3/2019,56.369999
1/4/2019,59.540001
1/7/2019,62.919998
1/8/2019,67.230003
1/9/2019,69.379997
1/10/2019,71
1/11/2019,71.410004
1/14/2019,70.339996
1/15/2019,72.010002
1/16/2019,71.669998
1/17/2019,71.220001
1/18/2019,73.610001
1/22/2019,70.75
1/23/2019,70.529999
1/24/2019,71.040001
1/25/2019,72.739998
1/28/2019,72.25
1/29/2019,73.199997
1/30/2019,75.129997
1/31/2019,76.43
2/1/2019,77.029999
2/4/2019,76.449997
2/5/2019,75.68
2/6/2019,75.68
2/7/2019,73.75
2/8/2019,65.019997
2/11/2019,66.529999
2/12/2019,66.459999
2/13/2019,68.309998
2/14/2019,68.57
2/15/2019,71.480003
2/19/2019,70.150002
2/20/2019,69.760002
2/21/2019,69.160004
2/22/2019,71.230003
2/25/2019,72.699997
2/26/2019,71.43
2/27/2019,73.57
2/28/2019,74.279999
3/1/2019,74.68
3/4/2019,71.989998
3/5/2019,71.870003
3/6/2019,69.389999
3/7/2019,68.889999
3/8/2019,69.220001
3/11/2019,70.959999
3/12/2019,70.889999
3/13/2019,73.050003
3/14/2019,73.599998
3/15/2019,74.620003
3/18/2019,73.449997
3/19/2019,72.860001
3/20/2019,72.769997
3/21/2019,75.309998
3/22/2019,73.989998
3/25/2019,73.870003
3/26/2019,75.290001
3/27/2019,75.18
3/28/2019,71.82
3/29/2019,73.239998
4/1/2019,73.610001
4/2/2019,74.559998
4/3/2019,73.720001
4/4/2019,73.790001
4/5/2019,79.370003
4/8/2019,80.099998
4/9/2019,79.400002
4/10/2019,80.910004
4/11/2019,78.309998
4/12/2019,78.050003
4/15/2019,77.639999
4/16/2019,76.699997
4/17/2019,70.800003
4/18/2019,69.18
4/22/2019,68.760002
4/23/2019,70.720001
4/24/2019,69.300003
4/25/2019,71.089996
4/26/2019,68.599998
4/29/2019,68.550003
4/30/2019,67.779999
5/1/2019,67
5/2/2019,66.919998
5/3/2019,67.25
5/6/2019,68.440002
5/7/2019,67.580002
5/8/2019,68.160004
5/9/2019,67.860001
5/10/2019,67.639999
5/13/2019,63.900002
5/14/2019,63.959999
5/15/2019,63.990002
5/16/2019,66.019997
5/17/2019,66.419998
5/20/2019,64.379997
5/21/2019,67.120003
5/22/2019,68.580002
5/23/2019,68.029999
5/24/2019,69.139999
5/28/2019,68.389999
5/29/2019,67.309998
5/30/2019,67.620003
5/31/2019,65.07
6/3/2019,67.860001
6/4/2019,69.400002
6/5/2019,69.849998
6/6/2019,69.019997
6/7/2019,70.550003
6/10/2019,67.970001
6/11/2019,66.540001
6/12/2019,66.599998
6/13/2019,68.959999
6/14/2019,68.5
6/17/2019,71.610001
6/18/2019,73.139999
6/19/2019,72.379997
6/20/2019,72.330002
6/21/2019,71.739998
6/24/2019,70.639999
6/25/2019,69.029999
6/26/2019,67.610001
6/27/2019,67.300003
6/28/2019,69.209999
7/1/2019,68.349998
7/2/2019,68.800003
7/3/2019,70.43
7/5/2019,69.050003
7/8/2019,67.099998
7/9/2019,69.889999
7/10/2019,66.25
7/11/2019,65.190002
7/12/2019,63.779999
7/15/2019,63.990002
7/16/2019,63.18
7/17/2019,75.169998
7/18/2019,76.639999
7/19/2019,75.07
7/22/2019,76.07
7/23/2019,75.949997
7/24/2019,73.57
7/25/2019,73.360001
7/26/2019,74.459999
7/29/2019,75.949997
7/30/2019,75.519997
7/31/2019,75.709999
8/1/2019,75.360001
8/2/2019,75.129997
8/5/2019,72.959999
8/6/2019,75.139999
8/7/2019,74.800003
8/8/2019,77.07
8/9/2019,76.879997
8/12/2019,76.110001
8/13/2019,78.760002
8/14/2019,76.980003
8/15/2019,76.709999
8/16/2019,79.199997
8/19/2019,79.389999
8/20/2019,78.629997
8/21/2019,79.970001
8/22/2019,78.360001
8/23/2019,76.290001
8/26/2019,76.080002
8/27/2019,74.779999
8/28/2019,73.230003
8/29/2019,73.080002
8/30/2019,72.639999
9/3/2019,70.18
9/4/2019,71.400002
9/5/2019,71.349998
9/6/2019,70.459999
9/9/2019,67.790001
9/10/2019,68.650002
9/11/2019,70.849998
9/12/2019,70.879997
9/13/2019,70.629997
9/16/2019,71.110001
9/17/2019,71.949997
9/18/2019,72.830002
9/19/2019,72.779999
9/20/2019,74.010002
9/23/2019,74.709999
9/24/2019,73.709999
9/25/2019,73.620003
9/26/2019,72.629997
9/27/2019,76
9/30/2019,85.400002
10/1/2019,86
10/2/2019,84.540001
10/3/2019,85
10/4/2019,84.32
10/7/2019,84.43
10/8/2019,80.889999
10/9/2019,79.970001
10/10/2019,81.550003
10/11/2019,82.599998
10/14/2019,82.419998
10/15/2019,83.379997
10/16/2019,83.860001
10/17/2019,85.940002
10/18/2019,87.400002
10/21/2019,100.889999
10/22/2019,98.639999
10/23/2019,99.959999
10/24/2019,100.269997
10/25/2019,102.620003
10/28/2019,105.769997
10/29/2019,105.230003
10/30/2019,104.599998
10/31/2019,107.400002
11/1/2019,106.449997
11/4/2019,106.489998
11/5/2019,106.32
11/6/2019,108.059998
11/7/2019,104.059998
11/8/2019,108.339996
11/11/2019,108.300003
11/12/2019,110.639999
11/13/2019,112.209999
11/14/2019,113.290001
11/15/2019,114.75
11/18/2019,115.730003
11/19/2019,117.879997
11/20/2019,120.839996
11/21/2019,119.900002
11/22/2019,118.82
11/25/2019,121.620003
11/26/2019,120.559998
11/27/2019,121.019997
11/29/2019,120.349998
12/2/2019,117.080002
12/3/2019,118.93
12/4/2019,118.349998
12/5/2019,117.160004
12/6/2019,117.5
12/9/2019,114.129997
12/10/2019,113.980003
12/11/2019,111.339996
12/12/2019,112.260002
12/13/2019,113.870003
12/16/2019,114.730003
12/17/2019,113.209999
12/18/2019,112.739998
12/19/2019,114.839996
12/20/2019,117.290001
12/23/2019,115.160004
12/24/2019,115.449997
12/26/2019,113.580002
12/27/2019,113.419998
12/30/2019,114.220001
12/31/2019,114.260002
1/2/2020,112.410004
1/3/2020,112.650002
1/6/2020,111
1/7/2020,111.32
1/8/2020,111.199997
1/9/2020,111.830002
1/10/2020,112.440002
1/13/2020,105.470001
1/14/2020,107.75
